"E5_bicarbonato - RawData"
"Wavelength nm."	"Abs."
1009.000	 
1010.000	 
1011.000	 
1012.000	 
1013.000	 
1014.000	 
1015.000	 
1016.000	 
1017.000	 
1018.000	 
1019.000	 
1020.000	 
1021.000	 
1022.000	 
1023.000	 
1024.000	 
1025.000	 
1026.000	 
1027.000	 
1028.000	 
1029.000	 
1030.000	 
1031.000	 
1032.000	 
1033.000	 
1034.000	 
1035.000	 
1036.000	 
1037.000	 
1038.000	 
1039.000	 
1040.000	 
1041.000	 
1042.000	 
1043.000	 
1044.000	 
1045.000	 
1046.000	 
1047.000	 
1048.000	 
1049.000	 
1050.000	 
1051.000	 
1052.000	 
1053.000	 
1054.000	 
1055.000	 
1056.000	 
1057.000	 
1058.000	 
1059.000	 
1060.000	 
1061.000	 
1062.000	 
1063.000	 
1064.000	 
1065.000	 
1066.000	 
1067.000	 
1068.000	 
1069.000	 
1070.000	 
1071.000	 
1072.000	 
1073.000	 
1074.000	 
1075.000	 
1076.000	 
1077.000	 
1078.000	 
1079.000	 
1080.000	 
1081.000	 
1082.000	 
1083.000	 
1084.000	 
1085.000	 
1086.000	 
1087.000	 
1088.000	 
1089.000	 
1090.000	 
1091.000	 
1092.000	 
1093.000	 
1094.000	 
1095.000	 
1096.000	 
1097.000	 
1098.000	 
1099.000	 
1100.000	 
