"E5_agua2 - RawData"
"Wavelength nm."	"Abs."
946.000	 
947.000	 
948.000	 
949.000	 
950.000	 
951.000	 
952.000	 
953.000	 
954.000	 
955.000	 
956.000	 
957.000	 
958.000	 
959.000	 
960.000	 
961.000	 
962.000	 
963.000	 
964.000	 
965.000	 
966.000	 
967.000	 
968.000	 
969.000	 
970.000	 
971.000	 
972.000	 
973.000	 
974.000	 
975.000	 
976.000	 
977.000	 
978.000	 
979.000	 
980.000	 
981.000	 
982.000	 
983.000	 
984.000	 
985.000	 
986.000	 
987.000	 
988.000	 
989.000	 
990.000	 
991.000	 
992.000	 
993.000	 
994.000	 
995.000	 
996.000	 
997.000	 
998.000	 
999.000	 
1000.000	 
1001.000	 
1002.000	 
1003.000	 
1004.000	 
1005.000	 
1006.000	 
1007.000	 
1008.000	 
1009.000	 
1010.000	 
1011.000	 
1012.000	 
1013.000	 
1014.000	 
1015.000	 
1016.000	 
1017.000	 
1018.000	 
1019.000	 
1020.000	 
1021.000	 
1022.000	 
1023.000	 
1024.000	 
1025.000	 
1026.000	 
1027.000	 
1028.000	 
1029.000	 
1030.000	 
1031.000	 
1032.000	 
1033.000	 
1034.000	 
1035.000	 
1036.000	 
1037.000	 
1038.000	 
1039.000	 
1040.000	 
1041.000	 
1042.000	 
1043.000	 
1044.000	 
1045.000	 
1046.000	 
1047.000	 
1048.000	 
1049.000	 
1050.000	 
1051.000	 
1052.000	 
1053.000	 
1054.000	 
1055.000	 
1056.000	 
1057.000	 
1058.000	 
1059.000	 
1060.000	 
1061.000	 
1062.000	 
1063.000	 
1064.000	 
1065.000	 
1066.000	 
1067.000	 
1068.000	 
1069.000	 
1070.000	 
1071.000	 
1072.000	 
1073.000	 
1074.000	 
1075.000	 
1076.000	 
1077.000	 
1078.000	 
1079.000	 
1080.000	 
1081.000	 
1082.000	 
1083.000	 
1084.000	 
1085.000	 
1086.000	 
1087.000	 
1088.000	 
1089.000	 
1090.000	 
1091.000	 
1092.000	 
1093.000	 
1094.000	 
1095.000	 
1096.000	 
1097.000	 
1098.000	 
1099.000	 
1100.000	 
